39, shops, 77516, Bachelors, 13, live, Adm-clerical, bus, book, action, 2174, 0, 40, United-States, <=50
30, malls, 272451, Bachelors, 13, live, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
53, markets, 152652, Some-college, 10, DVD, Farming-fishing, car, book, action, 0, 0, 50, United-States, <=50
53, malls, 104413, HS-grad, 9, Widowed, Other-service, walking, magazine, aventure, 0, 0, 20, United-States, <=50
40, malls, 105936, HS-grad, 9, DVD, Sales, cycling, book, aventure, 5013, 0, 20, United-States, <=50
24, malls, 379066, Some-college, 10, live, Adm-clerical, bus, book, action, 0, 2205, 24, United-States, <=50
27, malls, 214858, Bachelors, 13, live, Sales, running, book, action, 0, 0, 40, United-States, <=50
50, malls, 237735, 5th-6th, 3, DVD, Transport-moving, car, book, action, 0, 0, 37, Mexico, <=50
36, malls, 158592, 11th, 7, DVD, Craft-repair, car, book, action, 0, 0, 50, United-States, <=50
41, malls, 237321, 1st-4th, 2, DVD, Machine-op-inspct, car, book, action, 0, 0, 40, Mexico, >50
41, malls, 23646, Masters, 14, live, Prof-specialty, bus, book, aventure, 0, 0, 40, United-States, <=50
31, malls, 169240, HS-grad, 9, live, Other-service, bus, book, aventure, 0, 0, 40, United-States, <=50
32, supermarkets, 454508, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, <=50
22, malls, 130356, Some-college, 10, live, Machine-op-inspct, running, book, action, 0, 0, 48, United-States, <=50
22, malls, 427686, 10th, 6, social_networks, Craft-repair, running, book, action, 0, 0, 40, United-States, <=50
18, ecommerce, 36411, 12th, 8, live, Prof-specialty, running, book, action, 0, 0, 30, United-States, <=50
39, malls, 548510, Bachelors, 13, DVD, Prof-specialty, car, magazine, action, 0, 0, 30, United-States, <=50
38, malls, 187264, HS-grad, 9, DVD, Exec-managerial, cycling, book, aventure, 0, 0, 55, United-States, <=50
35, shops, 140752, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
23, malls, 325596, Some-college, 10, live, Machine-op-inspct, bus, book, action, 0, 0, 40, United-States, <=50
54, markets, 175804, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, >50
36, malls, 107302, Masters, 14, DVD, Prof-specialty, car, book, action, 0, 0, 60, United-States, >50
63, ecommerce, 41161, HS-grad, 9, DVD, Exec-managerial, car, book, action, 0, 0, 55, United-States, <=50
39, malls, 401832, Some-college, 10, DVD, Exec-managerial, car, book, action, 0, 0, 48, United-States, <=50
57, markets, 353808, Some-college, 10, DVD, Sales, car, book, action, 0, 0, 60, United-States, >50
58, Self-emp-inc, 349910, Prof-school, 15, DVD, Prof-specialty, car, book, action, 0, 1977, 50, United-States, >50
29, malls, 161478, Bachelors, 13, live, Adm-clerical, bus, web, aventure, 0, 0, 40, Japan, <=50
17, malls, 400225, 11th, 7, live, Sales, running, book, aventure, 0, 0, 20, United-States, <=50
40, malls, 367533, HS-grad, 9, social_networks, Craft-repair, bus, book, action, 0, 0, 40, United-States, <=50
69, markets, 69306, Some-college, 10, DVD, Other-service, cycling, book, aventure, 0, 0, 15, United-States, <=50
28, malls, 270366, 10th, 6, social_networks, Sales, bus, book, aventure, 0, 0, 40, United-States, <=50
38, malls, 103751, 9th, 5, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
44, malls, 75227, Prof-school, 15, live, Prof-specialty, bus, book, action, 14084, 0, 40, United-States, >50
45, ecommerce, 132563, Prof-school, 15, social_networks, Prof-specialty, walking, magazine, aventure, 0, 1726, 40, United-States, <=50
33, shops, 79580, Bachelors, 13, DVD, Adm-clerical, car, magazine, action, 0, 0, 40, United-States, <=50
41, ecommerce, 344624, Some-college, 10, DVD, Other-service, car, book, action, 0, 1485, 40, United-States, >50
37, Self-emp-inc, 186359, HS-grad, 9, DVD, Sales, car, book, action, 7688, 0, 60, United-States, >50
50, malls, 121685, Some-college, 10, DVD, Sales, car, book, action, 0, 0, 45, United-States, >50
48, malls, 75104, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 50, United-States, <=50
26, ?, 188343, HS-grad, 9, live, ?, walking, magazine, aventure, 0, 0, 40, United-States, <=50
36, malls, 246449, Some-college, 10, DVD, Exec-managerial, car, book, action, 0, 0, 60, United-States, >50
21, malls, 85088, Some-college, 10, live, Other-service, running, book, aventure, 0, 0, 37, United-States, <=50
37, malls, 545483, Assoc-acdm, 12, DVD, Farming-fishing, car, book, action, 0, 0, 40, United-States, <=50
20, shops, 243986, Some-college, 10, live, Prof-specialty, running, book, aventure, 0, 0, 20, United-States, <=50
54, markets, 32778, HS-grad, 9, DVD, Sales, cycling, book, aventure, 0, 0, 30, United-States, <=50
28, malls, 369114, HS-grad, 9, websites, Sales, Other-relative, book, aventure, 0, 0, 40, United-States, <=50
27, malls, 217200, Some-college, 10, live, Prof-specialty, bus, book, action, 0, 0, 40, United-States, <=50
33, malls, 149220, Assoc-voc, 11, live, Other-service, walking, magazine, aventure, 0, 0, 40, United-States, <=50
46, ?, 162034, HS-grad, 9, DVD, ?, car, book, action, 0, 0, 40, United-States, <=50
28, ?, 157813, 11th, 7, social_networks, ?, walking, book, aventure, 0, 0, 58, Canada, <=50
17, ?, 179715, 10th, 6, live, ?, running, book, action, 0, 0, 40, United-States, <=50
40, markets, 335549, Prof-school, 15, live, Prof-specialty, bus, book, action, 0, 2444, 45, United-States, >50
47, malls, 102308, Masters, 14, DVD, Sales, car, book, action, 0, 0, 40, United-States, >50
44, malls, 367749, 1st-4th, 2, live, Machine-op-inspct, bus, book, aventure, 0, 0, 40, El-Salvador, <=50
25, malls, 98281, 12th, 8, live, Handlers-cleaners, walking, book, action, 0, 0, 43, United-States, <=50
35, malls, 115792, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 55, United-States, <=50
29, malls, 277788, Some-college, 10, DVD, Sales, cycling, book, aventure, 0, 0, 25, United-States, <=50
30, malls, 103435, HS-grad, 9, social_networks, Machine-op-inspct, walking, book, action, 0, 0, 40, United-States, <=50
30, malls, 37646, Some-college, 10, DVD, Handlers-cleaners, car, book, action, 0, 0, 40, United-States, <=50
56, markets, 385632, 7th-8th, 4, social_networks, Other-service, walking, book, aventure, 0, 0, 40, United-States, <=50
25, markets, 210278, Bachelors, 13, live, Prof-specialty, running, book, action, 0, 0, 30, United-States, <=50
28, malls, 335357, HS-grad, 9, live, Handlers-cleaners, running, magazine, action, 0, 0, 40, United-States, <=50
43, markets, 272165, 9th, 5, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
47, ecommerce, 148995, HS-grad, 9, DVD, Protective-serv, car, book, action, 0, 0, 60, United-States, >50
46, markets, 113434, Bachelors, 13, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
41, shops, 132551, Masters, 14, social_networks, Prof-specialty, walking, book, aventure, 0, 0, 35, United-States, <=50
38, supermarkets, 115433, Assoc-acdm, 12, DVD, Adm-clerical, cycling, book, aventure, 7688, 0, 33, United-States, >50
29, malls, 227890, HS-grad, 9, live, Protective-serv, Other-relative, magazine, action, 0, 0, 40, United-States, <=50
25, malls, 503012, 5th-6th, 3, live, Craft-repair, bus, book, action, 0, 0, 40, Mexico, <=50
56, malls, 250873, 11th, 7, DVD, Craft-repair, car, book, action, 0, 0, 45, United-States, <=50
31, malls, 407930, 7th-8th, 4, DVD, Handlers-cleaners, car, book, action, 0, 0, 40, United-States, <=50
22, malls, 148187, 11th, 7, live, Other-service, Other-relative, book, action, 0, 0, 40, United-States, <=50
31, malls, 159322, HS-grad, 9, live, Handlers-cleaners, Other-relative, book, action, 0, 0, 40, United-States, <=50
28, malls, 334368, Some-college, 10, websites, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
53, malls, 196328, Bachelors, 13, DVD, Exec-managerial, car, magazine, action, 0, 0, 40, United-States, <=50
45, malls, 270842, Masters, 14, social_networks, Exec-managerial, bus, book, aventure, 0, 0, 50, United-States, >50
71, malls, 235079, Preschool, 1, Widowed, Craft-repair, walking, magazine, action, 0, 0, 10, United-States, <=50
65, ?, 327154, HS-grad, 9, Widowed, ?, walking, book, aventure, 0, 0, 40, United-States, <=50
39, malls, 188391, HS-grad, 9, DVD, Craft-repair, car, book, action, 7298, 0, 50, United-States, >50
19, supermarkets, 30559, HS-grad, 9, television, Sales, cycling, book, aventure, 0, 0, 40, United-States, <=50
34, ecommerce, 255098, Bachelors, 13, social_networks, Prof-specialty, walking, book, aventure, 0, 0, 40, United-States, <=50
36, malls, 248010, HS-grad, 9, DVD, Adm-clerical, car, book, action, 0, 0, 45, United-States, <=50
40, malls, 174515, HS-grad, 9, theaters, Other-service, running, book, aventure, 0, 0, 40, United-States, <=50
90, malls, 171956, Some-college, 10, websites, Adm-clerical, running, book, aventure, 0, 0, 40, Puerto-Rico, <=50
56, malls, 193130, Prof-school, 15, DVD, Exec-managerial, car, book, action, 0, 0, 16, United-States, <=50
21, malls, 108670, HS-grad, 9, live, Prof-specialty, bus, book, aventure, 0, 0, 40, United-States, <=50
48, malls, 186172, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 45, United-States, >50
45, malls, 348854, Some-college, 10, websites, Adm-clerical, walking, book, aventure, 0, 0, 27, United-States, <=50
46, malls, 271828, HS-grad, 9, DVD, Machine-op-inspct, car, book, action, 0, 0, 40, United-States, >50
64, malls, 148606, 10th, 6, websites, Other-service, bus, book, aventure, 0, 0, 35, United-States, <=50
29, ecommerce, 123983, Masters, 14, live, Prof-specialty, running, web, action, 0, 0, 40, Taiwan, <=50
22, malls, 24896, HS-grad, 9, social_networks, Tech-support, walking, book, aventure, 0, 0, 30, Germany, <=50
47, malls, 573583, HS-grad, 9, DVD, Transport-moving, car, book, action, 0, 0, 48, Italy, >50
67, Self-emp-inc, 106175, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 2392, 75, United-States, >50
43, malls, 307767, HS-grad, 9, DVD, Handlers-cleaners, car, book, action, 0, 0, 40, United-States, <=50
42, malls, 200574, Some-college, 10, DVD, Sales, car, book, action, 0, 0, 40, United-States, <=50
31, malls, 59083, Some-college, 10, DVD, Other-service, car, book, action, 0, 1672, 50, United-States, <=50
53, malls, 358056, 11th, 7, social_networks, Other-service, walking, book, aventure, 0, 0, 40, United-States, <=50
81, malls, 114670, 9th, 5, Widowed, Priv-house-serv, bus, magazine, aventure, 2062, 0, 5, United-States, <=50
33, ecommerce, 262042, HS-grad, 9, social_networks, Adm-clerical, running, book, aventure, 0, 1138, 40, United-States, <=50
17, malls, 206010, 12th, 8, live, Other-service, running, book, aventure, 0, 0, 8, United-States, <=50
55, Self-emp-inc, 183869, Prof-school, 15, DVD, Exec-managerial, car, book, action, 0, 0, 50, ?, >50
28, malls, 159001, HS-grad, 9, live, Handlers-cleaners, running, book, action, 0, 0, 30, United-States, <=50
24, malls, 155818, Some-college, 10, live, Sales, running, book, aventure, 0, 0, 40, United-States, <=50
40, malls, 96055, HS-grad, 9, websites, Adm-clerical, walking, book, aventure, 0, 0, 45, United-States, <=50
30, ecommerce, 131776, Masters, 14, live, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
24, malls, 228613, 11th, 7, live, Machine-op-inspct, walking, book, aventure, 0, 0, 40, United-States, <=50
26, malls, 198163, Masters, 14, DVD, Sales, cycling, book, aventure, 0, 0, 40, United-States, <=50
38, malls, 37028, Some-college, 10, social_networks, Sales, walking, book, aventure, 0, 0, 38, United-States, <=50
30, malls, 177304, HS-grad, 9, DVD, Tech-support, car, book, action, 0, 0, 40, United-States, >50
33, malls, 144064, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 50, United-States, <=50
40, malls, 146659, HS-grad, 9, DVD, Sales, car, book, action, 0, 0, 60, United-States, >50
63, markets, 26904, HS-grad, 9, DVD, Farming-fishing, car, book, action, 0, 0, 98, United-States, <=50
23, malls, 238917, 7th-8th, 4, live, Craft-repair, Other-relative, book, action, 0, 0, 36, United-States, <=50
56, malls, 170148, HS-grad, 9, social_networks, Craft-repair, walking, magazine, action, 0, 0, 40, United-States, <=50
42, markets, 27821, Assoc-voc, 11, DVD, Exec-managerial, car, book, action, 0, 0, 60, United-States, <=50
40, malls, 220460, HS-grad, 9, live, Craft-repair, bus, book, action, 0, 0, 40, Canada, <=50
49, malls, 101320, Assoc-acdm, 12, DVD, Sales, cycling, book, aventure, 0, 1902, 40, United-States, >50
35, malls, 173858, HS-grad, 9, theaters, Craft-repair, bus, web, action, 0, 0, 40, ?, <=50
52, malls, 91048, HS-grad, 9, social_networks, Machine-op-inspct, running, magazine, aventure, 0, 0, 35, United-States, <=50
28, malls, 298696, Bachelors, 13, live, Adm-clerical, running, book, aventure, 0, 0, 40, United-States, <=50
35, malls, 207202, 10th, 6, DVD, Transport-moving, car, book, action, 0, 0, 70, United-States, <=50
21, ?, 230397, Some-college, 10, live, ?, running, book, aventure, 0, 0, 5, United-States, <=50
43, markets, 180599, HS-grad, 9, live, Craft-repair, bus, book, action, 0, 0, 35, United-States, <=50
32, ?, 199046, Assoc-voc, 11, live, ?, walking, book, aventure, 0, 0, 2, United-States, <=50
29, markets, 132686, Prof-school, 15, live, Prof-specialty, running, book, action, 0, 0, 50, Italy, >50
23, malls, 240063, Bachelors, 13, live, Machine-op-inspct, running, book, action, 0, 0, 25, United-States, <=50
50, ecommerce, 177705, Some-college, 10, DVD, Adm-clerical, car, book, action, 0, 1740, 48, United-States, <=50
34, malls, 511361, Some-college, 10, live, Other-service, running, magazine, action, 0, 0, 40, United-States, <=50
19, malls, 89397, HS-grad, 9, live, Other-service, running, book, action, 0, 0, 40, United-States, <=50
47, malls, 239439, 11th, 7, DVD, Machine-op-inspct, cycling, magazine, aventure, 0, 0, 40, United-States, <=50
37, markets, 36989, Some-college, 10, DVD, Farming-fishing, car, book, action, 0, 0, 40, United-States, <=50
25, malls, 76978, HS-grad, 9, live, Sales, walking, magazine, aventure, 0, 0, 35, United-States, <=50
75, malls, 200068, Some-college, 10, DVD, Exec-managerial, car, book, action, 0, 0, 35, United-States, >50
24, malls, 454941, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
28, shops, 107218, Bachelors, 13, live, Tech-support, running, web, action, 0, 0, 20, United-States, <=50
17, ecommerce, 182070, 11th, 7, live, Other-service, running, book, aventure, 0, 0, 16, United-States, <=50
31, malls, 176360, HS-grad, 9, live, Craft-repair, running, magazine, action, 0, 0, 40, United-States, <=50
31, malls, 452405, Preschool, 1, live, Other-service, Other-relative, book, aventure, 0, 0, 35, Mexico, <=50
18, ?, 297396, HS-grad, 9, live, ?, running, book, action, 0, 0, 10, United-States, <=50
45, malls, 84790, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 55, United-States, >50
31, malls, 186787, HS-grad, 9, live, Craft-repair, running, book, action, 0, 0, 42, United-States, <=50
27, malls, 169662, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 42, United-States, >50
48, malls, 125933, Some-college, 10, Widowed, Exec-managerial, walking, magazine, aventure, 0, 1669, 38, United-States, <=50
22, ?, 35448, HS-grad, 9, DVD, ?, cycling, book, aventure, 0, 0, 22, United-States, <=50
34, malls, 225548, Bachelors, 13, DVD, Protective-serv, car, magazine, action, 0, 0, 30, United-States, <=50
26, malls, 240842, HS-grad, 9, live, Machine-op-inspct, walking, magazine, aventure, 0, 0, 40, United-States, <=50
53, malls, 103931, Some-college, 10, DVD, Prof-specialty, car, book, action, 0, 0, 40, United-States, <=50
60, malls, 232618, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 35, United-States, >50
49, ecommerce, 288548, Masters, 14, websites, Prof-specialty, walking, book, aventure, 0, 0, 50, United-States, <=50
40, malls, 220609, Some-college, 10, social_networks, Exec-managerial, bus, book, aventure, 0, 0, 40, United-States, <=50
48, Self-emp-inc, 26145, 10th, 6, DVD, Farming-fishing, car, book, action, 0, 0, 80, United-States, <=50
23, malls, 268525, Bachelors, 13, live, Prof-specialty, bus, book, action, 0, 0, 50, United-States, <=50
68, ?, 133758, 7th-8th, 4, Widowed, ?, bus, magazine, action, 0, 0, 10, United-States, <=50
42, malls, 121264, Assoc-voc, 11, DVD, Prof-specialty, car, book, action, 0, 0, 40, United-States, >50
37, markets, 29814, HS-grad, 9, live, Farming-fishing, running, book, action, 0, 0, 85, United-States, <=50
27, malls, 193701, HS-grad, 9, live, Craft-repair, running, book, aventure, 0, 0, 45, United-States, <=50
38, malls, 183279, Some-college, 10, DVD, Exec-managerial, car, book, action, 0, 0, 44, United-States, >50
27, malls, 163942, HS-grad, 9, live, Craft-repair, bus, book, action, 0, 0, 35, Ireland, <=50
75, malls, 188612, HS-grad, 9, Widowed, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
49, Self-emp-inc, 102771, Bachelors, 13, DVD, Sales, car, book, action, 0, 0, 52, United-States, >50
27, malls, 85625, Some-college, 10, live, Sales, bus, book, action, 0, 0, 20, United-States, <=50
36, markets, 245090, Bachelors, 13, live, Farming-fishing, bus, book, action, 0, 0, 50, Mexico, <=50
36, malls, 131239, Bachelors, 13, DVD, Prof-specialty, car, book, action, 3103, 0, 45, United-States, >50
